Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	status	Comparison	Gene
P13597	1.07	18.55	1.9108314046118366	0.07022030670692561	0.2350532371873931	-4.91	Not significant	Actn 15mg vs NaCl	Icam1
P62962	-0.85	17.45	-1.8896420022128069	0.07314094109853098	0.24354784575217645	-4.95	Not significant	Actn 15mg vs NaCl	Pfn1
P09813	1.58	17.26	1.8802356154250413	0.07447134574713574	0.24668633278738714	-4.97	Not significant	Actn 15mg vs NaCl	Apoa2
O55135	0.78	16.35	1.8765784043501044	0.07499431717800117	0.24713153225496762	-4.97	Not significant	Actn 15mg vs NaCl	Eif6
Q9CQQ7	0.63	17.51	1.850103445276662	0.07887714259338868	0.24958140641490148	-4.97	Not significant	Actn 15mg vs NaCl	Atp5pb
Q8BGH2	-0.88	19.27	-1.861226528517796	0.07722489916960129	0.24958140641490148	-5	Not significant	Actn 15mg vs NaCl	Samm50
Q8BWP8	-1.19	15.38	-1.8504431180463083	0.0788262329968151	0.24958140641490148	-5	Not significant	Actn 15mg vs NaCl	B4gat1
P62806	-1.73	20.72	-1.857527155697874	0.07777101737249258	0.24958140641490148	-5	Not significant	Actn 15mg vs NaCl	H4c1
Q923I7	-0.68	18.45	-1.8267225907846998	0.08245118054242394	0.25251038398951065	-5	Not significant	Actn 15mg vs NaCl	Slc5a2
Q00993	1.51	16.71	1.854090027752645	0.07828144758563231	0.24958140641490148	-5.01	Not significant	Actn 15mg vs NaCl	Axl
P11438	-0.92	18.71	-1.8321546029352753	0.08160847621366689	0.25251038398951065	-5.01	Not significant	Actn 15mg vs NaCl	Lamp1
P16460	-0.71	18.14	-1.8516899275963832	0.07863960938778171	0.24958140641490148	-5.01	Not significant	Actn 15mg vs NaCl	Ass1
Q9DB20	1.02	16.54	1.8468073011371733	0.07937265773521067	0.24990599168115835	-5.02	Not significant	Actn 15mg vs NaCl	Atp5po
Q8QZW3	-1.07	17.96	-1.7902202319600984	0.08831296236313921	0.2636950425490917	-5.04	Not significant	Actn 15mg vs NaCl	Fam151a
P70665	-1.67	14.8	-1.8302836562349982	0.08189787716763727	0.25251038398951065	-5.05	Not significant	Actn 15mg vs NaCl	Siae
P38647	0.99	17.02	1.8160859684411608	0.08412328470436237	0.25599238790418405	-5.05	Not significant	Actn 15mg vs NaCl	Hspa9
P12023	0.82	15.55	1.8258836004589292	0.08258201237392801	0.25251038398951065	-5.05	Not significant	Actn 15mg vs NaCl	App
Q9CQF9	-0.73	17.5	-1.7782397552676372	0.09031404202895406	0.2659246793074759	-5.08	Not significant	Actn 15mg vs NaCl	Pcyox1
D3YXG0	1.21	16.26	1.6833577307360337	0.10758884435520404	0.2956121508001596	-5.08	Not significant	Actn 15mg vs NaCl	Hmcn1
P05201	0.63	16.47	1.797342116369949	0.08714169880443129	0.26142509641329387	-5.08	Not significant	Actn 15mg vs NaCl	Got1
P97797	-0.63	14.6	-1.7791955455217447	0.09015297061224166	0.2659246793074759	-5.1	Not significant	Actn 15mg vs NaCl	Sirpa
Q8R007	1.02	16.29	1.6088756159437814	0.12305148864837781	0.3233915156213566	-5.1	Not significant	Actn 15mg vs NaCl	Nectin4
Q64727	-0.88	17.73	-1.6250738354928105	0.11953829767179792	0.32214558186128595	-5.11	Not significant	Actn 15mg vs NaCl	Vcl
O70570	-1.1	20.22	-1.7813442468137919	0.08979177456761833	0.2659246793074759	-5.11	Not significant	Actn 15mg vs NaCl	Pigr
Q9WVJ9	0.71	18.91	1.7354647053212242	0.09778155365638591	0.27897852630164155	-5.13	Not significant	Actn 15mg vs NaCl	Efemp2
Q3TNA1	0.77	16.82	1.7724661411168967	0.0912923218513028	0.2672179888610529	-5.14	Not significant	Actn 15mg vs NaCl	Xylb
Q9R045	-0.69	19.35	-1.7706988978173217	0.09159358737690179	0.2672179888610529	-5.14	Not significant	Actn 15mg vs NaCl	Angptl2
Q60930	-1.13	21.48	-1.7586010376814618	0.09367907567303502	0.2720543019545675	-5.16	Not significant	Actn 15mg vs NaCl	Vdac2
Q61865	1.71	18.99	1.7346320218890792	0.09793203684894856	0.27897852630164155	-5.17	Not significant	Actn 15mg vs NaCl	Mia
Q9CZU6	0.7	16.91	1.7328398845664947	0.09825658787982344	0.27897852630164155	-5.19	Not significant	Actn 15mg vs NaCl	Cs
Q9DBX3	-0.84	19.3	-1.7399040801458963	0.09698261365149932	0.27897852630164155	-5.19	Not significant	Actn 15mg vs NaCl	Susd2
Q8BVI4	-0.68	17.41	-1.7255493823709454	0.0995864096272504	0.28025202001297017	-5.19	Not significant	Actn 15mg vs NaCl	Qdpr
Q60963	-0.92	19.84	-1.7183432401865926	0.10091597625276463	0.2827425590165564	-5.21	Not significant	Actn 15mg vs NaCl	Pla2g7
P62821	0.57	16.6	1.7263816985837068	0.09943381499950894	0.28025202001297017	-5.21	Not significant	Actn 15mg vs NaCl	Rab1A
Q9D2Z8	0.61	16.42	1.6970499487432078	0.10493379886453613	0.292026332678799	-5.21	Not significant	Actn 15mg vs NaCl	Kif12
P98197	0.82	15.32	1.6107698164295967	0.12263623402682833	0.3233915156213566	-5.21	Not significant	Actn 15mg vs NaCl	Atp11a
P97347	-1.36	17.19	-1.5948901766624517	0.12615408907813536	0.32882787153153314	-5.23	Not significant	Actn 15mg vs NaCl	Rptn
P30412	1	15.27	1.687494505535517	0.10678072093942481	0.29527190659771385	-5.24	Not significant	Actn 15mg vs NaCl	Ppic
Q91VA1	-0.8	18.08	-1.5422686559161576	0.1384197016517322	0.3412206598856654	-5.24	Not significant	Actn 15mg vs NaCl	Slc44a4
P54071	0.53	16.08	1.4903799083254807	0.15146548160559833	0.35678535667096495	-5.24	Not significant	Actn 15mg vs NaCl	Idh2
Q01853	-1.04	16.54	-1.6648327933865137	0.11127181719161351	0.30372908040285923	-5.25	Not significant	Actn 15mg vs NaCl	Vcp
Q91XE4	0.71	17.75	1.6959352173472142	0.10514784620038518	0.292026332678799	-5.26	Not significant	Actn 15mg vs NaCl	Acy3
Q9JK39	0.96	16.04	1.6821112536847405	0.10783336318496389	0.2956121508001596	-5.28	Not significant	Actn 15mg vs NaCl	Btnl10
O35744	-0.99	15.67	-1.5845465393484135	0.12849067400212344	0.32939365900425166	-5.3	Not significant	Actn 15mg vs NaCl	Chil3
Q91VR2	0.74	16.93	1.658977103946952	0.11245802441531683	0.30565514328265603	-5.31	Not significant	Actn 15mg vs NaCl	Atp5f1c
P47738	0.48	18	1.6192419291624043	0.12079331752285119	0.3233915156213566	-5.31	Not significant	Actn 15mg vs NaCl	Aldh2
Q8R242	-0.79	22.53	-1.652372316169597	0.11380881981388384	0.3080102527728941	-5.32	Not significant	Actn 15mg vs NaCl	Ctbs
Q64516	0.46	15.48	1.5100027919208194	0.1464179689586333	0.3514031255007199	-5.34	Not significant	Actn 15mg vs NaCl	Gk
P18572	0.6	17.74	1.560701023560952	0.13401519708104684	0.33556561158876297	-5.37	Not significant	Actn 15mg vs NaCl	Bsg
P20918	-0.65	22.11	-1.6160176005142888	0.12149193433690904	0.3233915156213566	-5.38	Not significant	Actn 15mg vs NaCl	Plg
Q9R0B9	-0.43	19.34	-1.6126183990706657	0.12223211502323289	0.3233915156213566	-5.38	Not significant	Actn 15mg vs NaCl	Plod2
Q91YR9	-0.84	15.89	-1.6107866756864586	0.12263254335844707	0.3233915156213566	-5.39	Not significant	Actn 15mg vs NaCl	Ptgr1
Q8VBT3	1.41	17.33	1.575035074792649	0.13067107319085905	0.33242721019754545	-5.39	Not significant	Actn 15mg vs NaCl	Oscar
O35930	0.65	15.89	1.6058908786308743	0.12370820985726752	0.3237795122190212	-5.39	Not significant	Actn 15mg vs NaCl	Gp1ba
P04117	-1.39	16.66	-1.5892468820503027	0.127424440576194	0.32901524366253215	-5.42	Not significant	Actn 15mg vs NaCl	Fabp4
P11352	0.46	17.01	1.5889056462589877	0.12750159727771354	0.32901524366253215	-5.42	Not significant	Actn 15mg vs NaCl	Gpx1
Q9R0P5	-0.73	18.23	-1.5876849306964451	0.12777793268026014	0.32901524366253215	-5.42	Not significant	Actn 15mg vs NaCl	Dstn
P15626	0.61	15.41	1.582484727454705	0.12896072498751363	0.32939365900425166	-5.43	Not significant	Actn 15mg vs NaCl	Gstm2
P27773	0.94	17.6	1.5668901796958399	0.1325626387851971	0.33456285026740223	-5.44	Not significant	Actn 15mg vs NaCl	Pdia3
Q8CFZ4	-0.69	16.17	-1.5685863706847347	0.13216684801215384	0.33456285026740223	-5.45	Not significant	Actn 15mg vs NaCl	Gpc3
Q8R366	0.63	18.49	1.526654549329528	0.14224393821839765	0.34529444544618665	-5.46	Not significant	Actn 15mg vs NaCl	Igsf8
Q91WP6	-0.68	17.92	-1.562332579845083	0.13363100187653343	0.33556561158876297	-5.46	Not significant	Actn 15mg vs NaCl	Serpina3n
P06801	-0.67	17.93	-1.5374818086520519	0.1395829560366504	0.3427596912714659	-5.46	Not significant	Actn 15mg vs NaCl	Me1
Q9DCV7	0.94	18.37	1.5476782519770098	0.13711478656236548	0.3406445478658767	-5.47	Not significant	Actn 15mg vs NaCl	Krt7
Q61096	0.69	17.33	1.5433503686054546	0.13815794890108302	0.3412206598856654	-5.47	Not significant	Actn 15mg vs NaCl	Prtn3
Q9JJU8	0.73	16.16	1.5305615945688684	0.14127892550468832	0.34426588743671177	-5.47	Not significant	Actn 15mg vs NaCl	Sh3bgrl
Q8BVE3	0.97	16.03	1.5481203262344807	0.1370086005858645	0.3406445478658767	-5.48	Not significant	Actn 15mg vs NaCl	Atp6v1h
P70441	0.57	18.46	1.5325789875245754	0.14078276433343473	0.34426588743671177	-5.48	Not significant	Actn 15mg vs NaCl	Nherf1
P59158	-0.55	17.5	-1.474480049283413	0.15565905488443524	0.36531054947048275	-5.48	Not significant	Actn 15mg vs NaCl	Slc12a3
Q9ET66	0.86	17.58	1.50276748835079	0.14826275268553055	0.35371974734607214	-5.49	Not significant	Actn 15mg vs NaCl	Pi16
P17710	-0.73	16.07	-1.421573391288948	0.17029862461654446	0.38129965270972854	-5.5	Not significant	Actn 15mg vs NaCl	Hk1
Q9JLT2	-0.46	17.62	-1.5205500178947524	0.14376259879397288	0.3469153828226765	-5.52	Not significant	Actn 15mg vs NaCl	Treh
Q61646	-0.69	23.76	-1.519590113058413	0.14400261173771475	0.3469153828226765	-5.52	Not significant	Actn 15mg vs NaCl	Hp
O88844	-0.56	17.85	-1.5018596949311736	0.14849555431037934	0.35371974734607214	-5.54	Not significant	Actn 15mg vs NaCl	Idh1
Q9EQ20	0.79	16.05	1.497678164776413	0.14957177528158755	0.3549539144742152	-5.55	Not significant	Actn 15mg vs NaCl	Aldh6a1
Q91Y97	-0.49	19.27	-1.374403212428543	0.18426794566977575	0.3999809332627214	-5.55	Not significant	Actn 15mg vs NaCl	Aldob
P23953	0.85	21.63	1.4904160193519262	0.151456063633059	0.35678535667096495	-5.56	Not significant	Actn 15mg vs NaCl	Ces1c
P41317	-0.52	17.33	-1.3137047997928877	0.20356738851539963	0.42035343862270835	-5.58	Not significant	Actn 15mg vs NaCl	Mbl2
P16125	-0.61	19.53	-1.4649366539376534	0.1582212881629113	0.3686034405553538	-5.59	Not significant	Actn 15mg vs NaCl	Ldhb
Q8CFZ5	0.5	16.03	1.4652642093538555	0.1581327797336632	0.3686034405553538	-5.59	Not significant	Actn 15mg vs NaCl	Slc22a12
Q8C6C9	-0.99	19.13	-1.4598748245609299	0.15959417223251438	0.37044486693386547	-5.6	Not significant	Actn 15mg vs NaCl	Leg1
O55134	0.56	18.35	1.2473726233728888	0.22642883834240415	0.4363901248053607	-5.6	Not significant	Actn 15mg vs NaCl	Pcdh12
P14094	-0.51	18.5	-1.456064627986777	0.16063396052582948	0.37150254143428196	-5.6	Not significant	Actn 15mg vs NaCl	Atp1b1
P00329	0.61	16.93	1.41603886217129	0.17189221342385436	0.38224981726423557	-5.61	Not significant	Actn 15mg vs NaCl	Adh1
P81117	2.3	18.73	1.4316138655840784	0.1674380070232106	0.3810396353986422	-5.62	Not significant	Actn 15mg vs NaCl	Nucb2
P12246	0.43	21.07	1.4023586884027317	0.17588270168093717	0.38840763287873625	-5.62	Not significant	Actn 15mg vs NaCl	Apcs
Q9R155	0.79	15.76	1.4419849209733129	0.16452406808051795	0.3790654463527151	-5.62	Not significant	Actn 15mg vs NaCl	Slc26a4
P29533	0.6	23.12	1.4398969784235716	0.16510739167063324	0.3790654463527151	-5.63	Not significant	Actn 15mg vs NaCl	Vcam1
Q99LY2	-0.89	17.45	-1.437809956625027	0.1656921290661239	0.3790654463527151	-5.63	Not significant	Actn 15mg vs NaCl	Gdpd3
Q9Z2K1	-0.97	18.8	-1.4252830205274403	0.1692371657734077	0.38129965270972854	-5.64	Not significant	Actn 15mg vs NaCl	Krt16
P09242	0.45	18.08	1.4302745749262358	0.16781732594326254	0.3810396353986422	-5.64	Not significant	Actn 15mg vs NaCl	Alpl
P04186	-0.41	24.75	-1.3195299271512289	0.20164909460059133	0.4199322911071726	-5.64	Not significant	Actn 15mg vs NaCl	Cfb
Q99LX0	-0.49	19.56	-1.428389434016659	0.1683524175267586	0.3810396353986422	-5.64	Not significant	Actn 15mg vs NaCl	Park7
Q8K0L3	0.73	16.48	1.3564220249899228	0.1898275008276907	0.40751036123365475	-5.65	Not significant	Actn 15mg vs NaCl	Acsm2
P11591	1.22	17.74	1.4219593096295253	0.1701879501195467	0.38129965270972854	-5.65	Not significant	Actn 15mg vs NaCl	Mup5
Q8K0E8	-1.04	19.43	-1.291575156754384	0.21098531624051803	0.4231268101724316	-5.65	Not significant	Actn 15mg vs NaCl	Fgb
P06869	-0.71	21.92	-1.3901759641634845	0.1794985833265262	0.3936589620540368	-5.65	Not significant	Actn 15mg vs NaCl	Plau
P14152	-0.46	20	-1.3758421360063677	0.18382870373017626	0.3999809332627214	-5.65	Not significant	Actn 15mg vs NaCl	Mdh1
O88322	0.7	20.06	1.3221597556975289	0.20078771092005426	0.4199322911071726	-5.65	Not significant	Actn 15mg vs NaCl	Nid2
Q62165	1.24	18.68	1.4196001876518318	0.17086541041237838	0.38129965270972854	-5.65	Not significant	Actn 15mg vs NaCl	Dag1
P16882	0.38	16.88	1.4048803875449598	0.17514159145377917	0.38811864865715523	-5.67	Not significant	Actn 15mg vs NaCl	Ghr
O35409	-0.63	15.47	-1.3564250618260394	0.18982655077743377	0.40751036123365475	-5.67	Not significant	Actn 15mg vs NaCl	Folh1
P00688	-0.5	23.85	-1.390370549142142	0.1794403662755286	0.3936589620540368	-5.69	Not significant	Actn 15mg vs NaCl	Amy2a5
P45952	0.83	18.29	1.290908204188931	0.21121210297121795	0.4231268101724316	-5.69	Not significant	Actn 15mg vs NaCl	Acadm
Q9DAK9	0.69	16.19	1.2658470844744603	0.21987168364412915	0.431599971597735	-5.69	Not significant	Actn 15mg vs NaCl	Phpt1
P56135	0.43	18.59	1.347069703466378	0.19277120041520995	0.40867494488024514	-5.7	Not significant	Actn 15mg vs NaCl	Atp5mf
P08113	1.03	16.58	1.377142400209328	0.1834325058137122	0.3999809332627214	-5.71	Not significant	Actn 15mg vs NaCl	Hsp90b1
P08226	-0.41	20.45	-1.2555642567519962	0.22350308422239007	0.43374236635496966	-5.73	Not significant	Actn 15mg vs NaCl	Apoe
Q9Z0K8	0.65	20.59	1.318179240374162	0.2020926279447382	0.4199322911071726	-5.73	Not significant	Actn 15mg vs NaCl	Vnn1
P10126	-0.34	17.81	-1.3581886768215563	0.18927545350043892	0.40751036123365475	-5.73	Not significant	Actn 15mg vs NaCl	Eef1a1
P51437	-0.67	16.89	-1.3067462566419592	0.2058776143822519	0.4209523414584224	-5.73	Not significant	Actn 15mg vs NaCl	Camp
E9Q555	1.72	15.9	1.3549142873942062	0.1902996498213765	0.40751036123365475	-5.74	Not significant	Actn 15mg vs NaCl	Rnf213
P07309	0.97	20.17	1.3495950718411913	0.1919727929412847	0.40867494488024514	-5.75	Not significant	Actn 15mg vs NaCl	Ttr
O88342	-0.84	16.5	-1.3478245058647744	0.19253229160620985	0.40867494488024514	-5.75	Not significant	Actn 15mg vs NaCl	Wdr1
P06728	-1	18.82	-1.3442903879057015	0.19365292372715048	0.4091802640879326	-5.75	Not significant	Actn 15mg vs NaCl	Apoa4
P11859	0.49	20.85	1.2990595246189622	0.20845334160366968	0.4209523414584224	-5.76	Not significant	Actn 15mg vs NaCl	Agt
Q60590	-0.83	21.3	-1.3401328714859253	0.19497781217575566	0.41061552497940595	-5.76	Not significant	Actn 15mg vs NaCl	Orm1
P68372	0.4	17.98	1.3368764608087793	0.1960205248093445	0.41144902237208947	-5.76	Not significant	Actn 15mg vs NaCl	Tubb4b
P01942	1.7	24.27	1.2898761648456234	0.2115634050862158	0.4231268101724316	-5.78	Not significant	Actn 15mg vs NaCl	Hba
Q5SSE9	-0.64	18.52	-1.316323770719861	0.20270316567594654	0.4199322911071726	-5.79	Not significant	Actn 15mg vs NaCl	Abca13
P56480	0.79	21.5	1.299387412580292	0.20834296006164307	0.4209523414584224	-5.79	Not significant	Actn 15mg vs NaCl	Atp5f1b
P07361	-0.8	18.92	-1.1266905676724486	0.27298741890979183	0.49045197295657517	-5.79	Not significant	Actn 15mg vs NaCl	Orm2
P10518	0.99	16.09	1.3103431607086775	0.2046809032820609	0.4209523414584224	-5.79	Not significant	Actn 15mg vs NaCl	Alad
Q8VC30	0.45	17.32	1.2833794062031563	0.21378530819020236	0.42503099592561866	-5.8	Not significant	Actn 15mg vs NaCl	Tkfc
Q06770	0.67	20.14	1.3019712111297455	0.2074747325454791	0.4209523414584224	-5.8	Not significant	Actn 15mg vs NaCl	Serpina6
Q8VCG4	-0.52	16.26	-1.0787442852306197	0.29332551201201873	0.5083243205439889	-5.81	Not significant	Actn 15mg vs NaCl	C8g
P50516	0.41	18.28	1.3015073173579563	0.20763040551111242	0.4209523414584224	-5.81	Not significant	Actn 15mg vs NaCl	Atp6v1a
P07759	-0.66	25.2	-1.2989490381633677	0.20849054647704884	0.4209523414584224	-5.81	Not significant	Actn 15mg vs NaCl	Serpina3k
Q9CQI6	-0.59	17.04	-1.2716880723660098	0.21782928798157516	0.4289146351587672	-5.82	Not significant	Actn 15mg vs NaCl	Cotl1
Q9D0M3	0.72	16.26	1.2804818163977896	0.2147821066573648	0.42503099592561866	-5.83	Not significant	Actn 15mg vs NaCl	Cyc1
P25785	-0.69	14.23	-1.2795231072942346	0.21511270342628802	0.42503099592561866	-5.83	Not significant	Actn 15mg vs NaCl	Timp2
Q9JHH6	-0.75	17.01	-1.2793030316523542	0.2151886488805805	0.42503099592561866	-5.83	Not significant	Actn 15mg vs NaCl	Cpb2
P97384	-0.43	18.53	-1.2333851737247534	0.23149240399899274	0.44346135223903427	-5.85	Not significant	Actn 15mg vs NaCl	Anxa11
Q6PB93	-0.59	15.54	-1.2546086127278084	0.22384290092638848	0.43374236635496966	-5.85	Not significant	Actn 15mg vs NaCl	Galnt2
Q9CQD4	0.73	16.44	1.2531200277736525	0.2243730165578381	0.43374236635496966	-5.85	Not significant	Actn 15mg vs NaCl	Chmp1b2
Q6VH22	0.71	14.41	1.2621773134949994	0.22116241460062663	0.4327978328799955	-5.85	Not significant	Actn 15mg vs NaCl	Ift172
Q99JY9	0.71	17.42	1.1393907877556864	0.2677778311977862	0.4838258540960001	-5.86	Not significant	Actn 15mg vs NaCl	Actr3
P08122	0.86	18.65	1.2549837797132164	0.2237094482725123	0.43374236635496966	-5.86	Not significant	Actn 15mg vs NaCl	Col4a2
P26040	0.34	19.9	1.242105885086132	0.2283253836304363	0.43871584286694104	-5.86	Not significant	Actn 15mg vs NaCl	Ezr
P33587	0.52	19.96	1.1996309017889684	0.2440670196656105	0.4619840015099056	-5.86	Not significant	Actn 15mg vs NaCl	Proc
P24369	-0.36	18.26	-1.2079177121163993	0.24093306956239452	0.45878273126252367	-5.87	Not significant	Actn 15mg vs NaCl	Ppib
Q08857	-0.57	16.26	-0.866610591847711	0.39626095973295983	0.6008048708835447	-5.87	Not significant	Actn 15mg vs NaCl	Cd36
Q99LC5	0.53	16.48	1.155863106767333	0.2611308521479187	0.47580427704185957	-5.88	Not significant	Actn 15mg vs NaCl	Etfa
Q8BHN3	0.4	17.54	1.1901746489481206	0.24768071723195917	0.4653452093963778	-5.89	Not significant	Actn 15mg vs NaCl	Ganab
Q920R6	0.42	17.91	1.2300959878540676	0.23269558091590928	0.4444275959835384	-5.89	Not significant	Actn 15mg vs NaCl	Atp6v0a4
P62827	0.82	17.75	1.0730913831457105	0.295793723476557	0.5098233282685374	-5.9	Not significant	Actn 15mg vs NaCl	Ran
P03953	-0.74	23.65	-1.1728639603603002	0.2544000238766659	0.4703442301905799	-5.9	Not significant	Actn 15mg vs NaCl	Cfd
Q8BGB7	-0.69	16.55	-1.2056736121452651	0.2417787330477713	0.4590187290100972	-5.9	Not significant	Actn 15mg vs NaCl	Enoph1
Q9DB77	0.57	16.37	0.9812466436029823	0.3379964246573235	0.5483819542909636	-5.91	Not significant	Actn 15mg vs NaCl	Uqcrc2
Q9D154	-0.82	17.8	-1.1731424871307121	0.2542908418479411	0.4703442301905799	-5.92	Not significant	Actn 15mg vs NaCl	Serpinb1a
P01029	0.43	18.8	1.1806047515324243	0.25137868357640025	0.46747614840523555	-5.92	Not significant	Actn 15mg vs NaCl	C4b
O88569	0.62	16.02	1.183583229809861	0.25022333668665486	0.46747614840523555	-5.92	Not significant	Actn 15mg vs NaCl	Hnrnpa2b1
Q8K182	-1.21	16.47	-1.1968769400850974	0.24511531319197413	0.46259151094983847	-5.93	Not significant	Actn 15mg vs NaCl	C8a
Q06890	0.7	23.55	1.1823997278670488	0.2506819370475427	0.46747614840523555	-5.93	Not significant	Actn 15mg vs NaCl	Clu
Q07797	0.43	19.57	0.8359707720920855	0.41288208750952515	0.6131023046343788	-5.94	Not significant	Actn 15mg vs NaCl	Lgals3bp
Q9WTR5	0.91	19.99	1.1892459562725108	0.24803777670655985	0.4653452093963778	-5.94	Not significant	Actn 15mg vs NaCl	Cdh13
P97449	-0.49	20.59	-1.1646215312729167	0.25764692799323335	0.47359377515519196	-5.94	Not significant	Actn 15mg vs NaCl	Anpep
P97300	0.61	20.59	1.0916779030234587	0.2877343197816345	0.5055221750859655	-5.95	Not significant	Actn 15mg vs NaCl	Nptn
P63038	0.66	16.04	1.1586567312823968	0.260015820158511	0.4752013264965891	-5.95	Not significant	Actn 15mg vs NaCl	Hspd1
P40142	-0.8	16.44	-1.0787676851000128	0.2933153259529597	0.5083243205439889	-5.95	Not significant	Actn 15mg vs NaCl	Tkt
Q9DBH5	0.63	19.43	1.1701105845655289	0.2554812293734394	0.4709740924101666	-5.96	Not significant	Actn 15mg vs NaCl	Lman2
Q62179	-0.46	17.07	-1.160421024437437	0.25931345725180355	0.4752013264965891	-5.97	Not significant	Actn 15mg vs NaCl	Sema4b
P24270	1.12	17.27	1.1540860693677244	0.2618419763595139	0.47580427704185957	-5.98	Not significant	Actn 15mg vs NaCl	Cat
Q61490	0.4	16.48	0.9179704683160433	0.36938917583241093	0.5768281793408632	-5.98	Not significant	Actn 15mg vs NaCl	Alcam
E9PZ36	0.53	17.5	1.1136505187053123	0.2784135456494396	0.49455752236988737	-5.99	Not significant	Actn 15mg vs NaCl	Pkhd1
Q91V41	0.28	17.19	1.1427334405100265	0.26641897076856674	0.48274206669176195	-5.99	Not significant	Actn 15mg vs NaCl	Rab14
Q61187	0.63	15.91	1.134272869917697	0.26986828574582866	0.4862216139783202	-6	Not significant	Actn 15mg vs NaCl	Tsg101
O88338	-0.95	16.33	-1.043031356074081	0.3091696774821655	0.5215700659911333	-6.01	Not significant	Actn 15mg vs NaCl	Cdh16
Q8CII9	0.57	16.6	1.1119828021706224	0.2791131571856978	0.49455752236988737	-6.01	Not significant	Actn 15mg vs NaCl	Crlf2
Q8VDN2	0.56	18.65	1.1161207078159099	0.2773796534098767	0.49455752236988737	-6.02	Not significant	Actn 15mg vs NaCl	Atp1a1
Q9D6R2	0.64	18.28	1.1146356916236322	0.27800086617483816	0.49455752236988737	-6.02	Not significant	Actn 15mg vs NaCl	Idh3a
P05202	-0.4	16.22	-1.111482100568433	0.27932345350456256	0.49455752236988737	-6.03	Not significant	Actn 15mg vs NaCl	Got2
P00687	0.77	19.88	1.110019959915095	0.2799382202093702	0.49455752236988737	-6.03	Not significant	Actn 15mg vs NaCl	Amy1
