"","Mix_A_REP_1","Mix_A_REP_2","Mix_A_REP_3","Mix_A_REP_4","Mix_A_REP_5","Mix_B_REP_1","Mix_B_REP_2","Mix_B_REP_3","Mix_B_REP_4","Mix_B_REP_5","Mix_C_REP_1","Mix_C_REP_2","Mix_C_REP_3","Mix_C_REP_4","Mix_C_REP_5"
"ABZ2",4.64437383054352,4.63871190203805,4.66923894519665,4.64820535872591,4.63524731056459,4.5219511001986,4.53824199052793,4.49809218135711,4.50899677564695,4.52198183295653,4.43241939863494,0.1,0.1,4.46200698737348,0.1
"ACAA1",0.1,0.1,4.59061969457384,4.58824481792332,4.60123058081522,4.56809289162276,4.55740982164698,4.55299100211294,4.55075060853572,4.56355858594714,4.55812637034984,4.54086734469834,4.54152693600859,4.55038319636089,4.56073840900043
"ACAA2",4.74412121700434,4.76470520451055,4.78501870978809,4.80536461781506,4.79270569227777,4.75370490145367,4.76268443095169,4.75666529070551,4.7621404288134,4.762602914832,4.75795176855635,4.75853913928172,4.75825467173012,4.7637419066439,4.7630783526952
"ACACA",4.58732773964127,4.62503578309144,4.60080920302486,4.64650791493232,4.62912205402173,4.61488977037502,4.61854324426185,4.60356141953003,4.60914931587162,4.61675910757498,4.61638652468909,4.61821711812551,4.60969903636313,4.61722384941634,4.61836888871355
"ACAD9",4.69282346927934,4.68474519067826,4.70770199978833,4.74837116410853,4.71487737921988,4.72503820340965,4.73187013339192,4.72127146672991,4.72577295903272,4.72589896844322,4.72488356592175,4.7234807644099,4.72002634810907,4.71924290394479,4.72346062342154
"ACADM",4.57536253271074,4.61084855464172,4.59657262194984,4.582623415791,4.59723701373705,4.623125664817,4.61988401298138,4.62109592963861,4.62905187712639,4.62137722665535,4.6099166721837,4.61780410373289,4.61614499486281,4.62020992589008,4.62060785379739
"ACADS",4.60698421533673,4.53137089390607,0.1,4.54483686948185,0.1,4.53947761075554,4.56281558142096,4.53971891229469,4.53970397042695,4.5674073054088,4.55015707565614,4.53831908507548,4.51680874651672,4.53314544493666,4.53727868486396
"ACADVL",4.70502615995496,4.70929051199835,4.71500539518676,4.72421379069317,4.7082691819635,4.72481408559447,4.73070208341079,4.72602158699405,4.72894731705545,4.72905090773721,4.72439278587392,4.72585872004401,4.72179328027414,4.72625328384977,4.72982928672307
"ACAP2",0.1,0.1,0.1,0.1,0.1,4.35519630630873,4.35060896671885,4.32828622964727,4.32843113410294,4.33640038198927,4.3336361773372,4.26678471635014,4.29280645843814,0.1,0.1
"ACAT1",4.72190042710556,4.72560445987119,4.77470774937829,4.74955597958981,4.76035844286454,4.75244273580457,4.75796617531175,4.75295416683409,4.75507012021585,4.75739927421286,4.75072215722851,4.74863104204039,4.74867577446043,4.74949984340876,4.75187002380989
"ACAT2",4.68887589255319,4.7007024518495,4.717037779711,4.70945770442707,4.65535709376834,4.66956756353049,4.65829921324149,4.67052066155368,4.66822084273767,4.66858625773917,4.66265169360409,4.66131617866067,4.65928181908621,4.66004072369073,4.66080217633339
"ACB1",4.90260462445911,4.88939428583734,4.92117338336711,4.94609859734637,4.92099852003969,4.83112433561847,4.83549138720476,4.83270270464893,4.82958203389684,4.83580014642942,4.77878471256848,4.78476678073336,4.77661130830627,4.77849982337924,4.78497001342376
"ACBD3",0.1,0.1,0.1,0.1,0.1,4.61656034686281,4.63736255385573,4.62425837444064,4.6326138624751,4.6162123387419,4.6131176793001,4.60711662011204,4.61908050193187,4.61740582394155,4.62865020086296
"ACBD5",0.1,0.1,0.1,0.1,0.1,0.1,4.74168738974528,4.68836952018517,4.75445557559126,4.7382313141748,4.73875227193644,4.73501358815871,4.7210481505853,4.73003666796497,4.74292519514129
"ACBD6",0.1,0.1,0.1,0.1,0.1,0.1,4.43852203576673,4.37895732636494,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"ACC1",4.85425633096929,4.86224852270512,4.87338174159137,4.87323237868848,4.87432288061642,4.77054320563414,4.77402937483545,4.76978586699243,4.77398603895274,4.77250673314402,4.71941787297146,4.71897020775897,4.71511710477833,4.71927215950499,4.72070546830277
"ACE2",4.45962666223073,4.37325309448884,4.38287139420177,4.46718318076748,4.37843803321069,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"ACF2",4.7229128850405,4.72815891142906,4.75607173035481,4.74623806984256,4.74749818058662,4.57234830496801,4.5855035904112,4.56059195804055,4.58541514781124,4.59968647604495,4.54386539621457,4.49802063147629,4.46102573514744,0.1,0.1
"ACH1",4.70521447998302,4.70869313162088,4.72354253090478,4.72942265786974,4.72862435843579,4.64282665366305,4.62543084632451,4.62213827439473,4.63377999809122,4.6301413122381,4.56705454390295,4.55983485032613,4.5319791695503,4.54579797117548,4.54067652552741
"ACIN1",4.61649706272339,4.67969569003924,4.65816800849948,4.69273862836321,4.6352928771119,4.63424035107654,4.62532285354546,4.61717051874267,4.62348674278212,4.62730090749054,4.63047358301504,4.63043144074537,4.62328029190692,4.63127522630978,4.63220633405211
